Title,Year,Rating,Votes,Synopsis,Runtime
"Simão, o Fantasma Trapalhão",1998,3.4,690.0,Two jumbled and coward drivers join a rich family that moves to an ancient castle inhabited by a resented but friendly ghost.,1h 20m
High Freakquency,1998,3.9,78.0,A day in the life of an urban radio station.,1h 30m
Wai Gor dik goo si,1998,5.2,60.0,A porn star and a resident of the New Territories use bottles of Viagara to help their respective performance problems.,1h 17m
Mambí,1998,7.3,68.0,"CUBA 1898. La guerra cambió su vida, el amor cambió su destino. Carlos Fuentes encabeza el reparto de Mambi. Es Goyo, un joven jornalero canario al que obligan a alistarse en el ejército para luchar contra los mambises, guerrilleros independentistas, levantados en armas contra España. Goyo es uno de los miles de jóvenes de baja extracción social que, a finales de siglo, fueron reclutados a la fuerza y condenados a pelear hasta la muerte en una isla tan lejana como bella. La historia de Goyo es la de un desertor, pero podría ser la de cualquiera de los isleños - como se conoce a los emigrantes canarios - que durante el siglo XIX convirtieron a Cuba en el destino preferido de su diáspora. Muchos de estos isleños acabarían integrándose con la población criolla, fomentando un nuevo mestizaje y defendiendo los intereses de Cuba frente a la colonia. A través de los protagonistas de uno y otro bando, Mambi la doble cara de un espejo con intereses irreconciliables: España, en el ocaso de su imperio; Cuba, en el inicio de su independencia, y Estados Unidos, el país que, a la postre, sacaría más beneficio de un conflicto que espoleó y que le era ajeno. La película de Teodoro y Santiago Ríos no es solo una recreación histórica. Aunque la avala una cuidada ambientación, Mambi es, en palabras de sus directores, una película de antihéroes vapuleados por las situaciones y los acontecimientos; una historia de amor y aventuras y una reflexión sobre el destino del hombre en épocas de crisis, precisamente cuando se ponen a prueba los valores humanos.",1h 35m
Zacharia Farted,1998,7.1,96.0,"Michael Bates and Brian Moore are friends despite being different in personality. Michael is straightforward and is harboring anger issues which he doesn't even realize. Brian is a spiritualist, always on the look out for the good in people. Both are having a difficult time in their respective lives. Michael seems to be more committed to his live-in girlfriend than she is to him. And Brian is fired from his job as a mechanic because he over-analyzes the customers rather than do his work. To get away and have some fun, the two decide to take a weekend fishing trip to the lake. Once there, they find what looks to be a unnamed grave marker in the middle of the forest. With only a key close to the grave with the stamp ""PUM ZACH"" as a possible clue, Brian talks a reluctant Michael into finding out who owned the key and is therefore the probable person buried. Based on information from a local, Brian and Michael decide to drive from their home in San Francisco to the Nevada desert to consult with an Indian shaman. On their journey, they meet among others a kleptomaniac named Cory, a man named Wayne Newton who volunteers to be their guide, a fundamentalist Christian gas station owner, and a dog on wheels. In their search for the truth, they end up finding out more about themselves than they do about who is buried in the woods.",1h 50m
Shattered Dreams,1998,4.3,31.0,"A tale of a man (Donahue) wronged by the criminal justice system, and a detective (Estrada) determined to find the truth.",1h 27m
Aavida Maa Aavide,1998,6.2,268.0,"Vikranth comes from an upper-class family. As he is of marriageable age, his parents want him to get married.",2h 33m
Carnal Fate,1998,4.0,36.0,"A beautiful and famous Beverly Hills artist, finds herself tangled in a web of murder, lust, and revenge when she is named as the chief suspect in a high profile investigation.",1h 25m
Single Action,1998,4.3,74.0,"The killing of a political leader shatters the peace of a small Mexican town. MANCO, the brother of the murdered presidential candidate knows the killer and sets out to exact his revenge. Arriving to investigate the assassination is special agent AMIGO from the Mexican Intelligence. Amigo quickly strikes up a friendship with a local hotel owner who fills him in on the town's seedy characters and gives Amigo a Single Action revolver. The stage is set for Amigo and Manco to join forces and take down the powerful and dangerous CAMARO family responsible for the murder and the corruption of the town. To gain the confidence of Camaro, Amigo breaks his top henchman out of jail. Amigo is welcomed into the Camaro gang. Camaro soon discovers Amigo's connection with Manco and plots to take him out. The situation reaches a boiling point on the US/Mexican border when Amigo, Manco, and Camaro meet for an old-fashioned Western shootout where truth and justice prevail in one single action.",1h 16m
Porkkalam,1998,7.3,90.0,"The film deals with the social stigma associated with a handicapped girl in a rural milieu. Murali is a potter by profession. He has a sister, who is born dumb. Murali has to struggle a lot as the handicraft industry is a dying industry and a good amount of money is taken away by his father (Manivannan), who is a drunkard and a gambler. But, he tries to hide his sorrows by having fun with his sister and servant (Vadivelu), who is also his trusted friend. He is in love with his neighbour (Meena), a weaver. He wants to get his sister married to a noble man. But many reject her as she is dumb. Finally, one man agrees to marry his sister but on condition that Murali must offer dowry. Murali then sells many things dearer to him to get money for the dowry. But, that money is taken away by his father and the marriage falls through. Yet Vadivelu offers to marry his sister without asking dowry and Murali goes home along with Vadivelu to convey this happy news to his sister. But it was too late as the sister commits suicide. Murali as a penance decides to marry a handicapped girl.",2h 30m
The Quarry,1998,6.3,199.0,"This thriller investigates the mysterious assassination of a gay pastor in rural South Africa. Without witnesses or explanations, the crime appears to the police and others as a jigsaw puzzle without enough pieces. The police then suspect and arrest people based on the usual prejudices, black and coloured people who plant marijuana in this case. Meanwhile, the true assassin not only goes his way unpunished from the very beginning, but becomes one of the rural town's most respected citizens. The sheriff at one point does begin having certain suspicions, and from there on the bulk of the plot is played out. The location is a very arid part of South Africa, so with so much desert rock, there are bound to be quarries. Some may reveal important secrets.",1h 52m
Solo für Klarinette,1998,6.0,412.0,"A detective sees a woman flee the scene of a murder but loses her. No one else saw her. He meets the woman and falls in love. Confronting her with his suspicions, he discovers that she, too, is a victim.",1h 33m
The Cream Will Rise,1998,7.3,69.0,The Cream Will Rise is a documentary that exposes the turbulent and troubling side of singer/songwriter Sophie B. Hawkins' early years when a confrontation with her mother forces her to come to terms with some of the demons and darker moments of her childhood. This moving portrait combines Hawkins' performance footage with intimate moments of revelation.,1h 30m
